Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2000-01-01,07:50:00,126.34,8.37,100.7,4.5,mb,us
2000-01-01,19:30:58,143.64,23.11,33.0,5.2,mwc,hrv
2000-01-01,22:47:39,145.18,19.09,33.0,4.0,mb,us
2000-01-02,01:51:40,145.56,19.15,151.6,4.7,mb,us
2000-01-02,12:46:59,125.14,5.64,73.7,4.9,mb,us
2000-01-02,18:43:32,127.14,1.9,33.0,4.4,mb,us
2000-01-03,02:20:09,122.09,22.84,33.0,4.7,mb,us
2000-01-03,02:38:27,126.28,9.63,67.9,5.2,mwc,hrv
2000-01-03,11:25:16,130.78,32.56,199.4,4.1,mb,us
2000-01-03,13:01:32,128.69,2.11,71.8,4.7,mb,us
2000-01-03,14:32:16,118.42,-11.54,33.0,4.7,mb,us
2000-01-03,21:53:01,121.4,19.82,57.5,3.8,mb,us
2000-01-03,23:59:41,145.96,19.17,33.0,3.6,mb,us
2000-01-04,11:38:19,128.54,-3.08,33.0,4.4,mb,us
2000-01-04,14:19:28,122.28,2.41,500.0,3.9,mb,us
2000-01-04,21:07:29,116.07,-9.77,33.0,4.1,mb,us
2000-01-05,09:14:24,134.27,-2.27,33.0,4.8,mb,us
2000-01-05,15:14:58,126.27,10.34,33.0,4.1,mb,us
2000-01-05,19:48:21,133.94,-3.34,33.0,4.0,mb,us
2000-01-05,23:17:05,121.19,23.71,33.0,4.3,mb,us
2000-01-06,04:31:58,116.07,-8.29,33.0,5.4,mwc,hrv
2000-01-06,05:31:11,128.6,-5.98,310.5,4.5,mb,us
2000-01-06,12:55:32,126.13,-3.88,33.0,4.0,mb,us
2000-01-06,13:14:06,140.17,-2.52,33.0,4.5,mb,us
2000-01-06,20:23:33,146.68,14.19,33.0,5.2,mwc,hrv
2000-01-06,21:31:06,119.48,16.1,33.0,6.2,mwc,hrv
