Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2000-01-01,11:02:45,179.19,51.71,94.7,4.2,mb,us
2000-01-02,02:02:43,154.42,47.6,33.0,4.2,mb,us
2000-01-02,05:24:18,150.71,49.69,350.0,3.0,mb,us
2000-01-02,23:18:54,138.13,33.69,285.5,4.3,mb,us
2000-01-03,16:34:58,148.24,45.14,111.4,4.1,mb,us
2000-01-03,18:01:26,143.17,41.01,33.0,4.7,mb,us
2000-01-04,07:39:09,174.95,51.02,33.0,4.1,mb,us
2000-01-05,22:01:15,179.02,51.16,33.0,4.0,mb,us
2000-01-06,08:33:44,145.45,42.94,33.0,4.5,mb,us
2000-01-06,11:19:51,146.48,47.22,365.2,4.7,mb,us
2000-01-07,09:44:12,142.26,51.71,33.0,4.1,mb,us
2000-01-09,01:40:15,143.06,45.41,301.3,4.2,mb,us
2000-01-09,04:02:24,141.51,37.28,56.0,5.4,mwc,hrv
2000-01-09,09:42:00,157.22,51.04,77.4,4.4,mb,us
2000-01-10,20:18:17,141.93,30.84,33.0,4.0,mb,us
2000-01-10,22:04:20,131.73,42.49,541.0,3.5,mb,us
2000-01-11,23:43:56,122.99,40.5,10.0,5.1,mwc,hrv
2000-01-12,02:09:47,140.63,36.39,68.6,4.9,mb,us
2000-01-13,18:52:12,149.49,44.39,48.9,5.2,mb,us
2000-01-14,14:26:13,143.74,40.72,33.0,4.8,mb,us
2000-01-15,05:32:36,173.67,51.12,33.0,4.1,mb,us
2000-01-15,07:29:58,142.54,37.89,30.5,4.8,mb,us
2000-01-15,08:28:23,149.11,46.13,180.8,3.6,mb,us
2000-01-15,14:13:13,140.42,43.16,179.4,3.9,mb,us
2000-01-15,21:12:39,148.1,44.51,60.5,4.6,mb,us
2000-01-15,21:27:25,122.83,79.72,10.0,4.2,mb,us
2000-01-15,23:50:34,143.84,40.71,33.0,4.6,mb,us
2000-01-16,12:29:13,123.08,79.8,10.0,4.5,mb,us
2000-01-16,14:56:51,122.47,79.78,10.0,3.3,mb,us
2000-01-16,15:00:53,158.26,50.64,33.0,3.7,mb,us
2000-01-16,15:22:51,122.94,79.81,10.0,4.5,mb,us
2000-01-16,18:17:21,160.38,53.98,77.7,4.5,mb,us
