Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2000-01-01,02:10:48,5.47,45.09,4.0,2.1,ml,ldg
2000-01-01,03:20:57,-2.96,48.12,3.0,2.7,ml,ldg
2000-01-01,19:56:29,7.18,44.74,8.1,2.0,ml,gen
2000-01-02,03:49:14,7.28,44.37,9.3,1.7,ml,gen
2000-01-02,07:25:56,6.8,49.1,1.0,2.5,ml,ldg
2000-01-02,11:10:56,8.35,76.45,10.0,4.0,mb,us
2000-01-03,04:39:42,10.27,46.62,10.0,1.8,ml,vie
2000-01-03,07:50:09,-1.58,35.66,0.0,2.4,ml,mdd
2000-01-03,18:28:36,2.5,42.32,2.0,3.5,ml,ldg
2000-01-03,19:48:12,2.44,42.39,2.0,2.6,ml,ldg
2000-01-04,03:40:22,2.5,42.33,2.0,2.9,ml,ldg
2000-01-04,04:03:20,2.48,42.28,2.0,2.3,ml,ldg
2000-01-04,05:13:27,10.29,46.53,10.0,1.9,ml,vie
2000-01-04,11:38:57,7.57,51.49,10.0,3.2,ml,ldg
2000-01-05,01:14:09,-1.76,35.85,0.0,2.3,mblg,mdd
2000-01-05,04:43:28,2.98,45.98,21.4,2.2,ml,str
2000-01-05,04:47:54,3.03,45.93,16.2,1.3,ml,ldg
2000-01-05,10:55:05,3.53,46.1,4.7,2.4,ml,ldg
2000-01-05,16:19:07,8.49,44.6,4.2,2.1,ml,gen
2000-01-05,22:46:28,7.03,44.39,7.0,2.3,ml,gen
2000-01-06,00:50:48,-7.69,42.69,1.0,2.5,mblg,mdd
2000-01-06,10:05:00,8.71,44.05,2.1,2.5,ml,gen
2000-01-06,10:36:06,3.5,46.45,20.4,2.2,ml,ldg
2000-01-06,15:00:20,2.57,46.36,13.4,1.3,ml,ldg
2000-01-06,18:22:09,11.1,44.5,10.0,3.4,ml,gen
2000-01-07,03:45:18,7.16,44.37,9.4,1.8,ml,gen
2000-01-07,04:27:24,8.69,44.04,5.3,2.1,ml,gen
2000-01-07,04:49:04,1.96,44.46,2.0,2.1,ml,ldg
2000-01-07,17:56:11,6.71,45.04,2.0,2.6,md,ldg
2000-01-07,20:11:11,6.76,44.63,11.6,2.4,md,ldg
2000-01-07,22:55:50,-3.68,37.01,0.3,2.6,mblg,mdd
2000-01-08,02:01:07,6.68,44.77,8.6,1.7,ml,gen
2000-01-08,03:58:39,7.22,44.92,12.9,2.5,md,ldg
2000-01-08,14:21:32,5.44,45.48,2.0,2.8,ml,ldg
2000-01-08,14:29:55,7.38,44.28,13.3,2.0,ml,ldg
2000-01-08,14:43:38,7.37,44.27,14.2,1.8,ml,gen
2000-01-08,15:51:42,7.37,44.28,13.9,2.1,ml,gen
2000-01-08,15:52:49,7.37,44.27,13.6,1.7,ml,gen
2000-01-08,16:38:21,10.36,46.69,10.0,2.4,ml,ldg
2000-01-08,17:01:44,7.26,44.84,11.3,1.5,ml,gen
2000-01-08,20:23:05,-0.72,43.09,2.0,3.0,ml,ldg
2000-01-08,21:04:31,-0.25,42.29,2.0,3.0,ml,str
2000-01-08,22:11:29,-3.71,37.0,1.9,2.1,mblg,mdd
2000-01-08,22:15:28,7.28,44.5,10.5,1.6,ml,gen
2000-01-09,05:14:31,7.47,44.01,8.7,2.0,ml,ldg
2000-01-09,07:12:05,7.24,44.83,15.8,2.2,ml,gen
2000-01-09,12:20:05,10.34,46.56,5.0,2.8,ml,str
2000-01-09,12:32:05,8.37,44.75,1.8,2.8,ml,gen
2000-01-09,12:33:29,8.38,44.75,0.1,2.4,ml,ldg
2000-01-09,19:05:28,0.53,47.0,2.0,2.8,ml,ldg
2000-01-09,19:30:50,7.99,44.82,16.2,2.0,ml,gen
2000-01-09,19:49:34,-0.29,43.09,2.0,2.3,ml,str
2000-01-09,21:07:29,8.54,43.82,1.0,2.1,ml,gen
2000-01-10,00:11:24,7.24,44.38,13.4,2.3,ml,gen
2000-01-10,00:39:04,6.81,49.14,1.0,2.4,ml,ldg
2000-01-10,00:41:15,2.86,41.81,7.0,2.3,ml,ldg
2000-01-10,00:43:31,7.05,44.99,11.3,2.0,ml,gen
2000-01-10,02:25:11,7.29,44.35,14.2,1.8,ml,gen
2000-01-10,03:22:34,7.29,44.33,12.9,1.7,ml,gen
2000-01-10,05:30:11,7.4,46.08,0.9,3.3,ml,vie
2000-01-10,05:49:28,4.01,45.66,2.0,2.4,ml,str
2000-01-10,12:27:54,0.72,42.55,2.0,2.4,ml,ldg
2000-01-10,16:31:52,-0.5,43.16,2.0,2.5,ml,ldg
2000-01-10,18:12:49,-32.54,58.28,10.0,4.7,mb,us
2000-01-10,20:38:31,6.8,44.28,1.6,1.7,ml,gen
2000-01-11,07:02:26,0.7,42.66,2.0,2.3,ml,str
2000-01-11,13:21:11,8.23,48.31,2.0,1.6,ml,str
2000-01-11,16:44:06,7.0,45.81,2.9,2.7,ml,ldg
2000-01-11,20:21:36,-3.22,37.15,0.0,1.8,mblg,mdd
2000-01-11,20:33:32,10.36,46.5,10.0,2.0,ml,vie
2000-01-12,03:25:06,10.24,47.13,10.0,2.5,ml,str
2000-01-12,07:12:26,7.87,43.64,22.3,2.0,ml,gen
2000-01-12,09:22:19,7.4,44.34,12.2,1.7,ml,gen
2000-01-12,12:05:38,8.36,73.64,10.0,4.0,mb,us
2000-01-12,18:53:44,7.29,45.04,23.3,2.3,ml,gen
2000-01-12,22:26:08,7.5,44.22,3.1,2.0,ml,gen
2000-01-13,00:48:37,-4.33,36.98,0.0,1.7,mblg,mdd
2000-01-13,03:25:01,6.83,49.16,1.0,2.8,ml,ldg
2000-01-13,03:31:36,-3.81,37.02,9.3,1.7,mblg,mdd
2000-01-13,10:58:16,-6.06,35.24,15.2,2.7,ml,mdd
2000-01-13,11:57:33,-4.2,36.99,0.0,2.3,mblg,mdd
2000-01-13,15:24:16,7.33,44.44,5.8,1.6,ml,gen
2000-01-13,16:55:58,7.21,44.38,8.7,1.6,ml,gen
2000-01-13,18:37:56,7.33,44.34,12.2,1.5,ml,gen
2000-01-13,20:11:04,-0.36,43.1,3.0,2.9,ml,ldg
2000-01-14,04:42:23,7.28,44.35,12.9,1.8,ml,gen
2000-01-14,06:56:13,7.3,44.36,12.9,1.7,ml,gen
2000-01-14,20:44:11,7.71,44.63,67.3,2.6,md,ldg
2000-01-15,02:26:46,0.24,42.9,2.0,2.0,ml,str
2000-01-15,07:16:11,6.91,43.68,2.0,2.1,ml,str
2000-01-15,17:17:53,9.32,73.71,10.0,3.8,mb,us
2000-01-15,17:21:43,7.23,44.33,4.6,1.9,ml,gen
2000-01-15,18:56:22,-0.94,43.09,8.0,3.4,ml,ldg
2000-01-15,20:13:11,7.46,73.11,10.0,3.1,mb,us
2000-01-15,20:13:58,-2.26,37.59,0.0,2.0,mblg,mdd
2000-01-15,20:14:52,-2.21,37.64,1.6,2.4,mblg,mdd
2000-01-15,21:27:36,7.14,46.19,2.0,2.0,ml,ldg
2000-01-15,23:03:15,-2.28,37.4,0.0,2.1,mblg,mdd
2000-01-16,00:11:15,0.24,42.93,3.0,2.1,ml,ldg
2000-01-16,00:51:20,7.19,44.48,8.0,2.2,ml,gen
2000-01-16,00:59:54,-3.76,37.18,0.0,1.6,mblg,mdd
2000-01-16,01:58:43,-2.11,37.74,7.0,2.7,mblg,mdd
2000-01-16,05:13:13,7.22,44.72,16.0,2.3,md,ldg
2000-01-16,08:27:08,6.81,46.05,2.0,2.0,ml,ldg
2000-01-16,09:42:46,-0.25,42.81,2.0,2.2,ml,str
2000-01-16,09:46:17,6.87,49.14,1.0,2.5,ml,ldg
2000-01-16,11:08:03,0.71,42.65,10.0,2.3,ml,str
2000-01-16,13:03:37,10.29,46.55,10.0,1.9,ml,vie
2000-01-16,18:39:34,6.96,44.4,11.0,2.4,ml,gen
2000-01-16,21:01:54,7.21,46.26,2.0,2.2,ml,ldg
2000-01-16,22:21:17,10.34,46.59,5.0,3.0,ml,fur
2000-01-16,23:03:26,6.93,44.93,16.4,1.6,ml,gen
2000-01-17,00:12:30,0.27,42.97,11.1,1.9,ml,ldg
